Frame,Time (ms),,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity ,,Mean Intensity 
49,591622,,18.5625,,12.8383,,20.7467,,12.1451,,18.0578,,20.3634,,16.8661,,21.6539,,12.1021,,13.1917,,18.8454,,18.8631,,16.0696,,12.4536,,12.3888,,18.647,,18.8143,,18.5579,,13.8596,,16.9799,,19.0687,,15.2641,,22.2455,,17.9478,,20.4426,,15.6654,,14.6308,,19.0889
50,601622,,17.3186,,12.4178,,16.0414,,12.4242,,13.1434,,16.9943,,15.0809,,20.5544,,12.6969,,14.138,,18.7454,,20.2701,,15.6212,,12.8274,,13.7061,,17.7622,,19.0027,,18.7889,,13.5769,,16.3088,,20.8023,,16.9388,,22.8496,,19.3023,,19.9749,,14.7036,,15.483,,17.9694
51,611621,,19.8162,,13.6377,,20.4045,,11.8532,,12.6937,,18.3348,,16.9498,,18.3281,,12.2033,,12.9578,,19.1494,,21.9422,,15.3278,,13.4609,,15.1547,,16.533,,17.4756,,17.3973,,13.0994,,16.3661,,19.5978,,14.6791,,24.8006,,17.1261,,19.0028,,14.532,,13.9366,,18.9265
52,621621,,18.2166,,12.4875,,16.2685,,12.4175,,13.1596,,16.9389,,16.9043,,17.585,,12.1813,,13.7944,,20.5798,,21.69,,16.0689,,12.8011,,13.6251,,18.5668,,17.222,,17.6279,,13.4672,,17.1535,,20.253,,16.7735,,23.3873,,20.1652,,18.925,,14.1251,,12.9424,,20.1439
53,631620,,18.594,,11.7383,,17.4877,,12.1991,,14.0606,,18.2522,,16.1654,,19.8947,,12.4792,,15.2661,,19.5879,,20.0483,,15.8728,,12.7613,,13.2558,,17.6615,,16.9011,,17.3274,,13.0966,,15.6732,,20.295,,15.2528,,24.9759,,18.9437,,19.7506,,13.8039,,14.0528,,19.6342
54,641620,,17.5984,,14.0093,,18.3887,,11.5379,,30.794,,17.3599,,13.7318,,23.3888,,12.0182,,14.1517,,19.2232,,21.178,,15.7606,,12.9581,,12.7585,,16.8815,,16.9548,,17.0957,,13.7683,,15.4024,,21.2317,,14.358,,23.8805,,20.2002,,19.9203,,15.0016,,14.8904,,19.7286
55,651623,,18.8066,,13.7604,,20.8892,,14.5139,,15.1219,,17.4364,,18.9573,,21.2272,,11.7526,,13.6415,,18.2707,,21.9928,,14.4702,,12.3116,,14.4974,,17.1019,,18.3847,,17.7774,,14.214,,17.5684,,19.2399,,15.4622,,23.4255,,21.6061,,18.3299,,14.9652,,14.7308,,18.7658
56,701782,,19.4665,,13.8334,,17.469,,12.0683,,13.3394,,16.9916,,29.7075,,19.1298,,14.0206,,13.8136,,17.7554,,17.4678,,16.4789,,14.5412,,15.2693,,17.8876,,16.4438,,17.3712,,13.2193,,16.8726,,22.2684,,14.497,,26.0916,,21.7078,,19.0711,,15.354,,15.3791,,21.3068
57,711774,,16.6727,,11.8248,,17.6792,,13.8675,,12.9068,,15.9176,,14.1248,,19.3355,,12.9773,,12.8057,,18.3677,,19.0912,,14.8758,,13.4126,,14.6645,,16.5349,,16.0299,,16.4426,,13.5727,,17.3866,,21.638,,12.3311,,25.1947,,18.363,,16.3426,,14.9374,,14.3159,,20.1086
58,721777,,17.0313,,13.4335,,16.9429,,10.145,,11.1806,,17.2568,,13.4988,,19.3753,,12.2949,,12.7201,,18.9822,,20.1035,,15.3491,,12.5741,,13.8769,,16.4664,,15.8171,,16.5359,,13.5204,,16.501,,19.2683,,13.0898,,26.6673,,16.6822,,18.3128,,14.7223,,13.3638,,18.1698
59,731774,,16.4155,,12.2853,,16.9167,,12.6389,,12.5054,,16.4969,,17.6361,,16.7456,,12.0767,,12.8239,,18.1681,,18.3576,,14.3078,,13.2775,,13.5091,,16.0725,,16.3267,,15.5465,,12.8851,,15.3167,,18.7166,,13.6983,,21.2756,,16.3866,,18.9985,,14.1305,,13.2426,,19.8921
60,741773,,15.8712,,13.711,,19.3506,,11.6126,,14.8106,,16.9707,,12.6177,,16.148,,12.196,,12.946,,18.4826,,18.1714,,15.7702,,14.0951,,14.4203,,16.8551,,16.2284,,17.0899,,13.7764,,16.5369,,18.9425,,16.1747,,25.4133,,18.2119,,18.396,,14.3597,,13.5131,,17.345
61,751773,,17.2411,,13.1148,,19.9837,,12.4771,,14.9715,,15.9389,,14.5768,,16.6505,,12.5817,,12.488,,18.2448,,19.7115,,14.5838,,13.5136,,13.1175,,16.6968,,16.4599,,18.6859,,13.2746,,15.9866,,21.3804,,15.966,,24.4439,,18.9111,,17.9868,,13.4117,,14.2071,,23.3293
62,761773,,17.7489,,12.8636,,16.9248,,11.2931,,12.7611,,17.12,,14.2625,,16.8235,,11.7902,,12.8396,,18.33,,18.8293,,15.9836,,12.357,,14.0975,,17.2945,,15.0325,,16.5198,,13.6858,,16.4622,,18.5919,,13.8148,,25.4189,,19.5066,,18.2698,,13.8098,,13.8257,,18.7841
